step,train/total_loss,train/recon_loss_weighted,train/mmd_loss,train/triplet_loss_weighted,train/grad_norm,train/lr,train/smooth_total_loss
0,0.8444693949487474,0.2677771813339657,0.020598371823628742,0.5560938451025221,0.0714522804375048,0.0001,0.8444693949487474
1,0.786925404160111,0.2543247938156128,0.018514337363066496,0.5140862707738523,0.0819978333181805,0.0001,0.8156973995544292
2,0.741421346311216,0.23750057761315946,0.017075066213254577,0.48684570303669683,0.07375553912586635,0.0001,0.7909387151400248
3,0.7179047443248607,0.22610618946728883,0.01651471632498282,0.4752838346693251,0.06888945331728016,0.0001,0.7726802224362338
4,0.7052311985581009,0.21956094989070185,0.01624829239315457,0.46942195958561367,0.06690042093396187,0.0001,0.7591904176606072
5,0.6988499054202327,0.21621823917936395,0.016083757082621258,0.4665479130215115,0.06601246998265937,0.0001,0.7491336656205448
6,0.6923551824357774,0.21442842373141535,0.015999873479207356,0.4619268907441033,0.0658559621208244,0.0001,0.7410224537370066
7,0.6903554686793575,0.21377232174078623,0.016074811970746075,0.46050833110456113,0.06552094607441514,0.0001,0.7346890806048005
8,0.6975262319600141,0.21228419796184259,0.016167340455231844,0.4690746918872551,0.06230789726531064,0.0001,0.7305598751998242
9,0.7076808876461453,0.21134012771977317,0.016104795314647532,0.48023597289014747,0.06134067448201003,0.0001,0.7282719764444563
10,0.7118538044117115,0.2113165369740239,0.016122372062117966,0.4844148920642005,0.05922468227368814,0.0001,0.7150104173907528
11,0.719353649351332,0.210856678309264,0.016137966403254756,0.49235900795018234,0.061615642022203515,0.0001,0.7082532419098749
12,0.72181514678178,0.21090846094820234,0.016475505299038358,0.4944311777750651,0.06257867592352408,0.0001,0.7062926219569312
13,0.7222380130379288,0.2104012265249535,0.016379082644427265,0.49545770552423263,0.061038756398139174,0.0001,0.706725948828238
14,0.7272239084596988,0.21098740509262792,0.016430369129887334,0.4998061381004475,0.06256192398292047,0.0001,0.7089252198183978
15,0.725555784172482,0.20969699378366824,0.01649110405533402,0.49936768743726945,0.06261352684210848,0.0001,0.7115958076936227
16,0.7255708244111803,0.21031761555759995,0.016662942038642034,0.498590264055464,0.06321279497610198,0.0001,0.714917371891163
17,0.7278312687520627,0.20989993380175698,0.016811719647160283,0.5011196169588301,0.05987555823392338,0.0001,0.7186649518984336
18,0.725498064800545,0.20946177785043363,0.01682218798884639,0.4992141006169496,0.06377925199491007,0.0001,0.7214621351824867
19,0.7263250306800559,0.2088694820801417,0.016771131091647677,0.5006844136450026,0.061794260171828444,0.0001,0.7233265494858777
20,0.7261407375335693,0.20870537669570358,0.017036464479234483,0.5003988919434724,0.06548325110364843,0.0001,0.7247552427980635
21,0.7256830290511802,0.20863291455639732,0.017114016744825575,0.4999360971980625,0.06286115171732726,0.0001,0.7253881807680483
22,0.7262394693162706,0.20844379012231473,0.01709701838316741,0.5006986624664731,0.06367848758344297,0.0001,0.7258306130214974
23,0.7269037630822923,0.2086154310791581,0.01738984496505172,0.5008984892456619,0.06891799524978355,0.0001,0.7262971880259338
24,0.7275045249197218,0.20864324437247384,0.016989911044085468,0.5018713672955831,0.06600968484525327,7e-05,0.726325249671936
25,0.7277131102703236,0.20877310909606792,0.01734798925894278,0.5015920179861563,0.06617986521235218,7e-05,0.7265409822817201
26,0.7262598452744661,0.20837002219977202,0.01728291423232467,0.5006069099461591,0.06682231691148546,7e-05,0.7266098843680489
27,0.7275219780427439,0.20766331917709774,0.017390282065780076,0.502468372936602,0.06392640413509475,7e-05,0.7265789552971168
28,0.7281678296901561,0.20797458622190687,0.01750816239251031,0.5026850777643698,0.06668330604831378,7e-05,0.7268459317860781
29,0.7260187555242468,0.20708066004293937,0.01744064136787697,0.5014974541134305,0.06970546573952392,7e-05,0.7268153042704971
30,0.7246882363601967,0.20709880469021974,0.017185449600219727,0.5004039826216521,0.06804275912819086,7e-05,0.7266700541531599
31,0.7254370870413603,0.20626305043697357,0.017559788845203542,0.5016142505186575,0.0680398958976622,7e-05,0.7266454599521779
32,0.7266517965881912,0.20687899435008014,0.01755284821545636,0.5022199562302342,0.06617666656772296,7e-05,0.72668669267937
33,0.7251825133959452,0.20601927075121138,0.017527575846071595,0.5016356640391879,0.07088993627715993,7e-05,0.7265145677107353
34,0.7248074147436354,0.20538724131054348,0.01745203689292625,0.5019681332287965,0.06945635047223833,7e-05,0.7262448566931266
35,0.7244049752200091,0.2058104375998179,0.0174896275555646,0.5011049089608369,0.06933143472781887,4.899999999999999e-05,0.725914043188095
36,0.7237762168601707,0.20530156073746858,0.017529280097396287,0.5009453749215161,0.06694811748133765,4.899999999999999e-05,0.7256656803466657
37,0.7240833794629132,0.20456453881881856,0.017621031513920537,0.5018978063706998,0.06922540399763319,4.899999999999999e-05,0.7253218204886825
38,0.7241449598912839,0.2047555363840527,0.017630497614542644,0.501758916510476,0.0681015891885316,4.899999999999999e-05,0.7249195335087952
39,0.7224196548815127,0.204116588389432,0.0177280240588718,0.5005750391218398,0.07092416396847477,4.899999999999999e-05,0.7245596234445218
40,0.7252474427223206,0.2037613601596267,0.017473340034484863,0.5040127469433678,0.06568168545210804,4.899999999999999e-05,0.7246155440807343
41,0.7230635837272361,0.20352106293042502,0.017833961380852595,0.5017085638311174,0.0676319343900239,4.899999999999999e-05,0.7243781937493219
42,0.7226026632167675,0.20295351688508634,0.017664591471354168,0.5019845532046424,0.06945363473561075,4.899999999999999e-05,0.7239732804121795
43,0.7248953735386884,0.2028950055440267,0.017562486507274485,0.5044378870063357,0.07135062706139353,4.899999999999999e-05,0.7239445664264537
44,0.7237788107660081,0.20232211218939888,0.01784387782767967,0.5036128196451399,0.07126132247072679,4.899999999999999e-05,0.723841706028691
45,0.7237158439777516,0.20177926454279158,0.01765189347443757,0.5042846832010481,0.068791212445056,4.899999999999999e-05,0.7237727929044654
46,0.7231651147206625,0.2012478229072359,0.017626797711407696,0.5042904924463343,0.06821514652283103,3.4299999999999993e-05,0.7237116826905144
47,0.721757796075609,0.20057956708802116,0.017841511302524142,0.5033367110623254,0.07365742656919691,3.4299999999999993e-05,0.723479124351784
48,0.7216037423522385,0.20051189870746047,0.017500502091866953,0.5035913376896469,0.07011358895235592,3.4299999999999993e-05,0.7232250025978795
49,0.721941058282499,0.20021372647197158,0.017845829327901203,0.5038814997231519,0.0692725425793065,3.4299999999999993e-05,0.7231771429379781
50,0.7219526811882302,0.2000616948913645,0.017757102295204445,0.5041338801383972,0.06930958065721723,3.4299999999999993e-05,0.722847666784569
51,0.7239969019536618,0.20011182791656917,0.01776602974644414,0.5061190393235948,0.07060502483337014,3.4299999999999993e-05,0.7229409986072116
52,0.721607334083981,0.1997211299560688,0.017595542801751032,0.5042906524958434,0.06722389244370991,3.4299999999999993e-05,0.722841465693933
53,0.7192849097428499,0.19931496348645952,0.017749693658616807,0.5022202564610375,0.07785959872934553,3.4299999999999993e-05,0.722280419314349
54,0.7207476783681799,0.1990382632723561,0.017318443015769677,0.5043909704243695,0.0707388092522268,3.4299999999999993e-05,0.7219773060745663
55,0.7186476124657525,0.19952917374946452,0.017692278932642053,0.5014261570241716,0.07263940710712362,3.4299999999999993e-05,0.7214704829233665
