step,train/total_loss,train/recon_loss_weighted,train/mmd_loss,train/triplet_loss_weighted,train/grad_norm,train/lr,train/smooth_total_loss
0,0.8513579412742898,0.2665646379744565,0.017770674493577745,0.5670226282543607,0.06377949593243776,0.0001,0.8513579412742898
1,0.7909083013181333,0.2518433647023307,0.017095574626216182,0.5219693603339018,0.08995133665976701,0.0001,0.8211331212962115
2,0.740863749274501,0.2346724542202773,0.01719743675655789,0.48899385774577103,0.09103579543254993,0.0001,0.7943766639556413
3,0.717907084359063,0.2237282825840844,0.016749536549603497,0.4774292663291649,0.08814608443666387,0.0001,0.7752592690564968
4,0.706565346982744,0.2180009898212221,0.01647111663111934,0.47209324880882547,0.08483153967945664,0.0001,0.7615204846417463
5,0.7001973213972869,0.21468833530390705,0.016318365379616066,0.4691906207137638,0.08403210728256791,0.0001,0.7512999574343363
6,0.6966024526843319,0.21384906823988314,0.01618906745204219,0.4665643076101939,0.08319524344470766,0.0001,0.7434860281843357
7,0.6948224438561333,0.21325382535104398,0.016098967304936162,0.46546965064825835,0.08211766128186826,0.0001,0.7374030801433105
8,0.6935018212706955,0.21343732597651305,0.016062877796314382,0.4640016191535526,0.08233379407061471,0.0001,0.7325251624907977
9,0.6934975496044865,0.21378260188632542,0.01599432803966381,0.4637206185747076,0.0826134568563214,0.0001,0.7286224012021665
10,0.6900100840462579,0.21244802187990258,0.01593425097288909,0.46162781450483537,0.08234549148215188,0.0001,0.7124876154793632
11,0.6900572180747986,0.2128183278772566,0.015898585319519043,0.4613403026704435,0.0832560686049638,0.0001,0.7024025071550299
12,0.6894278371775592,0.21283361591674663,0.01584140459696452,0.4607528194233223,0.08316231905310242,0.0001,0.6972589159453356
13,0.6886892451180352,0.21288194921281603,0.01583809322781033,0.4599692026774089,0.08347648547755347,0.0001,0.6943371320212329
14,0.6882747742864821,0.21319693051002644,0.015796184539794922,0.459281654269607,0.0832824941586565,0.0001,0.6925080747516067
15,0.6868468302267569,0.2123193222063559,0.0157445404264662,0.4587829675939348,0.08314250409603119,0.0001,0.6911730256345536
16,0.6864467263221741,0.2122116982936859,0.01574605041080051,0.4584889754101082,0.08348156097862455,0.0001,0.6901574529983379
17,0.6849931986243637,0.21214833193355137,0.015685337561148184,0.45715952692208467,0.08313519618025532,0.0001,0.6891745284751609
18,0.6848688059382968,0.21167588841032098,0.01567736819938377,0.4575155520880664,0.08360515038172404,0.0001,0.6883112269419212
19,0.6843592502452709,0.21159815512321614,0.015645097803186486,0.45711600559729115,0.08335302080269213,0.0001,0.6873973970059994
20,0.684018298431679,0.21172254449791378,0.01563089865225333,0.4566648569371965,0.08348591211769316,0.0001,0.6867982184445417
21,0.6836341928552698,0.21095398785891356,0.015611953205532499,0.45706825234271864,0.08302343636751175,0.0001,0.6861559159225888
22,0.6823642805770591,0.21057034808176536,0.015528352172286422,0.45626558308248166,0.08288266013065974,0.0001,0.6854495602625388
23,0.6823326547940572,0.21075768216892524,0.015547474225362143,0.4560274967440852,0.08262268233078497,0.0001,0.684813901230141
24,0.6805309211766278,0.20959287329956336,0.01545923286014133,0.4554788150169231,0.08237411357738354,0.0001,0.6840395159191555
25,0.6801686485608419,0.20952246641671216,0.015422834290398492,0.45522335171699524,0.08038730257087284,0.0001,0.683371697752564
26,0.679455629101506,0.20911516745885214,0.015366231953656231,0.4549742341041565,0.08072380942327005,0.0001,0.6826725880304971
27,0.6797057059076097,0.20889446360093575,0.01534386917396828,0.45546737644407487,0.08122039503521389,0.0001,0.6821438387588218
28,0.678770367746,0.2087754976970178,0.01536634674778691,0.45462852826824895,0.08063169679156056,0.0001,0.6815339949395922
29,0.6770311329099867,0.20810010918864497,0.015200235225536205,0.45373078408064665,0.08142029604426136,0.0001,0.6808011832060638
30,0.676481392648485,0.20657342837916481,0.015245989516929345,0.4546619719929165,0.07983711637832501,0.0001,0.6800474926277443
31,0.6754420730802748,0.20606689155101776,0.015215772169607657,0.4541594088077545,0.07927515274948543,0.0001,0.6792282806502448
32,0.6734644284954777,0.20570477181010777,0.015100854414480704,0.45265880778983786,0.07962491225313258,0.0001,0.6783382954420867
33,0.6736736275531627,0.20548221248167534,0.015038362255802861,0.4531530594384229,0.0776362971023277,0.0001,0.6774723927179972
34,0.673622950359627,0.20428940101906104,0.015002851132993345,0.4543307026227315,0.07723559604750739,0.0001,0.6767815956362971
35,0.6718676951196458,0.2042243497239219,0.014971410786664044,0.4526719362647445,0.07529942277404997,0.0001,0.6759515002921777
36,0.6721309467598244,0.20373586979177263,0.01490873760647244,0.4534863421210536,0.07471155927137092,0.0001,0.6752190320580094
37,0.6696754274544893,0.20289983738351752,0.01491576212423819,0.45185982408346953,0.07444515162044102,0.0001,0.6742160042126973
38,0.6671921323846888,0.20245175891452366,0.014833516544765897,0.4499068558216095,0.07340265562136968,0.0001,0.6730581806765662
39,0.6657058662838407,0.2015281992929953,0.014737138041743526,0.44944052894910175,0.06920334682972343,0.0001,0.6719256540139517
40,0.6594075096978081,0.20045538743336996,0.014512291661015263,0.4444398317072127,0.06571320264979645,0.0001,0.6702182657188838
41,0.6514988387072528,0.2007660722291028,0.01420659930617721,0.4365261693795522,0.061504124077381914,0.0001,0.6678239422815818
42,0.6379314881783945,0.19956390062967935,0.013697129708749277,0.4246704600475453,0.05855887962712182,0.0001,0.6642706482498735
43,0.6233680976761712,0.2001083658801185,0.01299570224903248,0.41026403065080996,0.05269188516669803,0.0001,0.6592400952621743
44,0.6090508125446461,0.19982300367620257,0.012312160597907173,0.3969156499262209,0.048949450668361455,0.0001,0.6527828814806762
45,0.602739292162436,0.20036934592105723,0.011821746826171875,0.39054819720762746,0.04731089980513961,0.0001,0.6458700411849552
46,0.5958148528028417,0.1993798734965148,0.01138850936183223,0.38504646884070504,0.04582724099357923,0.0001,0.6382384317892569
47,0.5908427370919122,0.1992001743228347,0.011019666989644369,0.3806228913642742,0.043020405151225904,0.0001,0.6303551627529992
48,0.5863572248706111,0.19890760713153416,0.010782202084859213,0.37666741675800747,0.043190801723135844,0.0001,0.6222716720015915
49,0.583413753244612,0.19832048813501993,0.01054602199130588,0.3745472453258656,0.04524086802094071,0.0001,0.6140424606976687
50,0.5789826159124021,0.19843768576780954,0.010253420582524053,0.37029151232154284,0.04300061033831702,0.0001,0.605999971319128
51,0.5802411569489373,0.19741961194409263,0.010203277623211895,0.3726182756600557,0.04425824833688913,0.0001,0.5988742031432964
52,0.5795213182767233,0.1971399066624818,0.010206672880384658,0.3721747398376465,0.042786531426288466,0.0001,0.5930331861531293
53,0.576267072448024,0.19725631784509728,0.0098545683754815,0.36915619174639386,0.043386458660717366,0.0001,0.5883230836303146
54,0.576367579124592,0.19677597946590847,0.009723610348171659,0.3698679882067221,0.04488203122659966,0.0001,0.5850547602883093
55,0.5726054112116495,0.19668217720808806,0.009631872177124023,0.3662913607226478,0.04421365233483138,0.0001,0.5820413721932305
56,0.5712464628396211,0.1959781696399053,0.009584042761060927,0.36568425209433947,0.04253583153088888,0.0001,0.5795845331969085
57,0.5700478046028702,0.19654576314820182,0.009552580338937265,0.36394946553089,0.046853912235410126,0.0001,0.5775050399480043
58,0.5706471315136662,0.19570444524288177,0.009457402759128146,0.36548528516734086,0.04365297613872422,0.0001,0.5759340306123097
59,0.568570699956682,0.195921179872972,0.009360940368087203,0.36328858468267655,0.04453749554576697,0.0001,0.5744497252835167
60,0.5670544527195118,0.1954629476423617,0.009215999532628942,0.3623755055445212,0.04287468655793755,0.0001,0.5732569089642278
61,0.5674258889975371,0.1954988533699954,0.00919726601353398,0.3627297657507437,0.04848353909673514,0.0001,0.5719753821690878
62,0.5641794646227801,0.1950281008526131,0.00908535498159903,0.3600660032696194,0.047347178751671756,0.0001,0.5704411968036934
63,0.5653571309866728,0.19499288113028915,0.00903430249955919,0.3613299506681937,0.04475496943902086,0.0001,0.5693502026575583
64,0.5653364857037863,0.19487243945951815,0.009009038960492169,0.3614550001091427,0.04653351284839489,0.0001,0.5682470933154777
65,0.5642653505007426,0.19457005074730627,0.008909247539661548,0.3607860494543005,0.046774167153570384,0.0001,0.567413087244387
66,0.5608194558708756,0.19435219908202137,0.008846110767788358,0.35762114657296074,0.04617677960130903,0.0001,0.5663703865475125
67,0.5593389272689819,0.19395463775705407,0.008812180271855107,0.35657210813628304,0.04965452339362215,0.0001,0.5652994988141236
68,0.56122327292407,0.1944018828648108,0.008809985937895599,0.35801140246567903,0.04550215367365767,0.0001,0.564357112955164
69,0.5596195591820611,0.19398944742149776,0.008682162673385055,0.3569479496390731,0.049037577101477874,0.0001,0.5634619988777019
70,0.5609609992415817,0.19380649482762372,0.008803513314988878,0.3583509822686513,0.04502025619149208,0.0001,0.5628526535299089
71,0.5603199336263869,0.19440032486562375,0.00863592712967484,0.357283682734878,0.049181146892132585,0.0001,0.5621420579927939
72,0.5592359171973335,0.1934267536357597,0.008479392087018048,0.3573297747859248,0.04467769077530614,0.0001,0.5616477032502492
73,0.5574212162582962,0.1934401050761894,0.008463930200647425,0.3555171776700903,0.0445326866099128,0.0001,0.5608541117774115
74,0.5576509943714848,0.19336756622349774,0.008418520291646322,0.35586491337528936,0.044871697685232866,0.0001,0.5600855626441814
75,0.5569255661081385,0.1932325412829717,0.008408987963641132,0.35528404182857937,0.04587396772371398,0.0001,0.559351584204921
76,0.5553938680224948,0.19300307443848363,0.008317245377434624,0.35407353772057426,0.05315558653738764,0.0001,0.558809025420083
77,0.5588079845463788,0.19300372843389157,0.008288604241830332,0.35751564855928775,0.045809133185280695,0.0001,0.5587559311478227
78,0.5582054147013912,0.19296159622845827,0.008347427403485333,0.3568963916213424,0.04947923606744519,0.0001,0.5584541453255547
79,0.5538796981175741,0.19283502576527772,0.008201872860943829,0.3528427945242988,0.04544478696253565,0.0001,0.557880159219106
80,0.5534421514581751,0.19236654098387118,0.008116337988111708,0.35295926972671793,0.04556497931480408,0.0001,0.5571282744407654
81,0.5555629134178162,0.19249769934901484,0.008153495965180573,0.3549117225187796,0.04968938548807745,0.0001,0.5566525724199083
82,0.5565031987649424,0.1920459038681454,0.008208318992897316,0.3562489770076893,0.04942223898790501,0.0001,0.5563793005766692
83,0.5539856199864988,0.19241397358753062,0.008080963735227232,0.3534906804561615,0.04620903785581942,0.0001,0.5560357409494895
84,0.5527121490902371,0.19240286946296692,0.008097851717913593,0.35221142570177716,0.043843069562205565,0.0001,0.5555418564213646
85,0.5519389333548369,0.19227060510052574,0.00798313264493589,0.3516851950574804,0.050495392470448104,0.0001,0.5550431931460345
86,0.5551808962115535,0.19217221218126793,0.008063749030784325,0.35494493334381666,0.04507205207590704,0.0001,0.5550218959649404
87,0.5531537025063126,0.19141131970617506,0.008039946909304018,0.35370242926809525,0.050774940737971556,0.0001,0.5544564677609338
88,0.5480572360533255,0.19150269031524658,0.007898171742757162,0.34865637841048064,0.04770339846059128,0.0001,0.5534416498961272
89,0.5503128369649252,0.19146226125734825,0.00785676638285319,0.350993812084198,0.04963416647579935,0.0001,0.5530849637808622
90,0.5494192507531908,0.19147838045049598,0.007720655865139431,0.3502202155413451,0.04640590330516851,0.0001,0.552682673710364
91,0.5484667729448389,0.1913605100578732,0.007732470830281575,0.34937378764152527,0.049419907921994174,0.0001,0.5519730596630661
92,0.5465729192451194,0.19088976250754464,0.007757257532190393,0.347925896997805,0.05105484718525851,0.0001,0.5509800317110839
93,0.5466413917364897,0.19065057237943014,0.007760891207942256,0.3482299292529071,0.04798078454203076,0.0001,0.550245608886083
94,0.5496262775527107,0.1905153719363389,0.00789705029240361,0.35121385256449383,0.050860290588052186,0.0001,0.5499370217323303
95,0.5458993337772511,0.19020227315249266,0.007764282049956145,0.3479327791266971,0.04743570220415239,0.0001,0.5493330617745716
96,0.5475145004413746,0.19075702351552468,0.007737071425826462,0.34902040715570803,0.051387200200999225,0.0001,0.5485664221975538
97,0.5433534714910719,0.19037919187987293,0.007717922881797508,0.34525635838508606,0.054981462519477914,0.0001,0.5475863990960297
98,0.5449474144864965,0.19034945247349916,0.00779475106133355,0.3468032015694512,0.04672403316254969,0.0001,0.5472754169393468
99,0.5469097384700069,0.1907317395563479,0.007795687075014468,0.34838231515001367,0.05090905367224305,0.0001,0.546935107089855
100,0.5430975004478737,0.1899260950309259,0.007785276130393699,0.34538612321571066,0.0478246032639786,0.0001,0.5463029320593235
101,0.5474090819005613,0.19063268215567977,0.0077888259181269895,0.34898757051538537,0.04856583062145445,0.0001,0.5461971629548956
102,0.5422740622803017,0.1902428506701081,0.00781271634278474,0.34421849802688315,0.048632836866158026,0.0001,0.5457672772584138
103,0.5433831590193289,0.1896127098136478,0.007840717280352558,0.3459297241988005,0.04607723377369068,0.0001,0.5454414539866976
104,0.5436449801480329,0.1899960140387217,0.007838628910205982,0.3458103427180537,0.044167749445747445,0.0001,0.5448433242462299
105,0.5429177593301844,0.18992424783883272,0.008009619183010526,0.34498389341213087,0.046584794090853796,0.0001,0.5445451668015233
106,0.5392035422501741,0.1897087257217478,0.008180512322319878,0.34131430255042183,0.050368748053356456,0.0001,0.5437140709824033
107,0.5413128932317098,0.18937018072163617,0.008414626121520996,0.34352808307718347,0.04859737458604353,0.0001,0.543510013156467
108,0.5393832568769101,0.18963930121174566,0.008308035356027109,0.341435918101558,0.047761650687014615,0.0001,0.5429535973955083
109,0.5328008245538782,0.18962784111499786,0.008268338662606699,0.3349046469838531,0.054757410315451796,0.0001,0.5415427060038954
110,0.5383803336708634,0.18952660262584686,0.008515781826443143,0.34033795087425794,0.04730829996643243,0.0001,0.5410709893261945
111,0.5347009036276076,0.18950174748897552,0.00866501419632523,0.3365341402866222,0.05324517797540735,0.0001,0.539800171498899
112,0.5354249830599185,0.19027722599329772,0.008894531815140336,0.3362532280109547,0.051251651926173106,0.0001,0.5391152635768608
113,0.5323410784756696,0.18956335606398406,0.009169048733181424,0.33360866815955553,0.05784543631253419,0.0001,0.5380110555224948
114,0.5316105197977137,0.18998102623003502,0.009217416798626935,0.3324120784247363,0.05825398669198707,0.0001,0.5368076094874629
115,0.5288930402861701,0.18993832060584315,0.009093893898857964,0.3298608230219947,0.060968609595740283,0.0001,0.5354051375830615
116,0.52520560114472,0.18938884911713777,0.009190148777431913,0.326626596627412,0.0543144922013636,0.0001,0.534005343472516
117,0.524922439345607,0.18959777498686756,0.009385687333566171,0.32593897536948874,0.05922673987569632,0.0001,0.5323662980839059
118,0.5238879654142592,0.1894007717017774,0.0093569314038312,0.32513026396433514,0.06070263780377529,0.0001,0.5308167689376407
119,0.5218007851530004,0.1888132608599133,0.009221867278770165,0.323765660877581,0.06144732430025383,0.0001,0.5297167649975528
120,0.5226068397363027,0.18969107998741996,0.009278266518204301,0.32363749543825787,0.06774772703647614,0.0001,0.5281394156040968
121,0.521416065869508,0.1894140276643965,0.009368344589515968,0.3226336869928572,0.06031957668838678,0.0001,0.526810931828287
122,0.5216499026174899,0.18967254239099998,0.009547370451468008,0.32242998591175787,0.064682860341337,0.0001,0.5254334237840441
123,0.51979970269733,0.1894550163436819,0.009499408580638745,0.32084527722111456,0.06419950585674357,0.0001,0.5241792862062102
124,0.517729867387701,0.18899316092332205,0.009443870297184697,0.31929283892666854,0.06442533281666261,0.0001,0.5227912209652088
125,0.5201354622840881,0.1893043225562131,0.009459517620227955,0.3213716248671214,0.06343725723800836,0.0001,0.5219154631650007
