step,train/total_loss,train/recon_loss_weighted,train/mmd_loss,train/triplet_loss_weighted,train/grad_norm,train/lr,train/smooth_total_loss
0,1.5986888577124316,1.096617642277015,0.016845012139417453,0.485226205687323,0.32369578851911124,0.0001,1.5986888577124316
1,1.4941159589561874,0.9980035275042414,0.015970023092395532,0.4801424090376871,0.2889055421430908,0.0001,1.5464024083343095
2,1.4276072727705904,0.9719412494562343,0.013722877873632008,0.4419431465471576,0.3221010493304201,0.0001,1.5068040298130698
3,1.4204092249898854,0.9567175747391706,0.01335789329277541,0.4503337567794823,0.34966600758586813,0.0001,1.4852053286072737
4,1.411151672837263,0.9448856593606001,0.013979945496884649,0.45228606544568867,0.35863483712344824,0.0001,1.4703945974532715
5,1.4020568350831906,0.9344208264779188,0.01459167146397208,0.45304433710560826,0.3613317186960917,0.0001,1.4590049703915913
6,1.3979665916123076,0.9263172398070375,0.014669616065339414,0.4569797344550401,0.3589824075648885,0.0001,1.4502852019945507
7,1.3852378245599255,0.9200356062300905,0.014358621157571942,0.4508435977433256,0.3514004452321344,0.0001,1.4421542798152227
8,1.3728089511037587,0.9141554645435539,0.014009619758514587,0.4446438661413992,0.35091462770621934,0.0001,1.4344492432917266
9,1.363968149773375,0.9078669389564834,0.013990157093116623,0.44211105322409533,0.35825473161157734,0.0001,1.4274011339398915
10,1.353367461415822,0.9017090633243858,0.013791723451214636,0.437866671677835,0.36737060743177724,0.0001,1.4028689943102306
11,1.3431736584908949,0.8958699966619115,0.01364861505474159,0.4336550475237612,0.3705780952633498,0.0001,1.387774764263701
12,1.336929933468025,0.8907101756798294,0.01349971522828062,0.4327200422386923,0.3735397784652824,0.0001,1.3787070303334445
13,1.3253922772264766,0.8863395422518611,0.013326893166867559,0.42572584045147466,0.37832536515361537,0.0001,1.3692053355571039
14,1.3179978239322137,0.8826492594387717,0.013163921504677413,0.42218464266754197,0.37848637807155083,0.0001,1.3598899506665991
15,1.3099838154044694,0.8789020357017745,0.012849520209306728,0.4182322605641302,0.385241189848877,0.0001,1.350682648698727
16,1.3007333841152533,0.8760458961932245,0.012686807666710037,0.4120006810762211,0.39670660295886195,0.0001,1.3409593279490215
17,1.2920850291223582,0.8732511251986383,0.012517753618206093,0.4063161513405646,0.41161823745616183,0.0001,1.3316440484052647
18,1.2900884948090878,0.8708300439897412,0.012414582332451187,0.4068438698788603,0.41719092466160207,0.0001,1.3233720027757976
