step,train/total_loss,train/recon_loss_weighted,train/mmd_loss,train/triplet_loss_weighted,train/grad_norm,train/lr,train/smooth_total_loss
0,0.8514668829739094,0.25600865576416254,0.021938323974609375,0.5735199004411697,0.04983145743608475,0.0001,0.8514668829739094
1,0.8364602774381638,0.25014625303447247,0.021475031971931458,0.5648389831185341,0.05891979834996164,0.0001,0.8439635802060366
2,0.8068309538066387,0.24129080306738615,0.02018747478723526,0.5453526712954044,0.06664792052470148,0.0001,0.831586038072904
3,0.774749930948019,0.2291762949898839,0.019157804548740387,0.5264158435165882,0.06297086249105632,0.0001,0.8173770112916827
4,0.7511968575417995,0.21811305079609156,0.01867852360010147,0.5144052878022194,0.05910892062820494,0.0001,0.8041409805417061
5,0.7369940616190434,0.2099049985408783,0.018487170338630676,0.5086018890142441,0.05601360951550305,0.0001,0.792949827387929
6,0.7264641001820564,0.20517213456332684,0.018546737730503082,0.5027452278882265,0.05574972298927605,0.0001,0.7834518663585186
7,0.7144103050231934,0.20240505877882242,0.018652141094207764,0.4933531079441309,0.05664642760530114,0.0001,0.774821671191603
8,0.7119162641465664,0.20062049850821495,0.019042521715164185,0.49225324764847755,0.05400931020267308,0.0001,0.7678321815199323
9,0.7184095494449139,0.19894731137901545,0.019296683371067047,0.5001655500382185,0.05073275347240269,0.0001,0.7628899183124304
10,0.7251860797405243,0.19675064273178577,0.01953674852848053,0.5088986903429031,0.04945855191908777,0.0001,0.7502618379890919
11,0.7312845923006535,0.19458057451993227,0.01979939639568329,0.5169046148657799,0.049542376305907965,0.0001,0.7397442694753409
12,0.739303220063448,0.1931274440139532,0.019710414111614227,0.5264653600752354,0.045934130204841495,0.0001,0.7329914961010218
13,0.7405995689332485,0.19254852086305618,0.02007882297039032,0.5279722213745117,0.04932624567300081,0.0001,0.7295764598995447
14,0.7455687932670116,0.1920368792489171,0.01977582275867462,0.5337560810148716,0.04743946483358741,0.0001,0.7290136534720659
15,0.7476330101490021,0.19165412615984678,0.01983417570590973,0.536144707351923,0.04730748035944998,0.0001,0.7300775483250618
16,0.7499121055006981,0.19134617038071156,0.019866302609443665,0.5386996306478977,0.047939402516931295,0.0001,0.7324223488569259
17,0.7469607293605804,0.19042201060801744,0.019715450704097748,0.5368232652544975,0.04683341481722891,0.0001,0.7356773912906647
18,0.7449747323989868,0.18956164456903934,0.01998414844274521,0.5354289375245571,0.048665308160707355,0.0001,0.7389832381159067
19,0.7345107309520245,0.18951816949993372,0.019990667700767517,0.5250018872320652,0.04910380509682,0.0001,0.7405933562666178
